1-byte character code	<C><F><I><N><Q>@1-byte character code<br />- (Tech) mã ký tự 1 bai</Q></N></I></F></C>
aborigines	<C><F><I><N><Q>@aborigines /,æbə'ridʤini:z/<br />*  danh từ số nhiều<br />- thổ dân<br />=Indians are the aborigines of America+ người da đỏ là thổ dân của châu Mỹ<br />- thổ sản</Q></N></I></F></C>
abort	<C><F><I><N><Q>@abort /ə'bɔ:t/<br />*  nội động từ<br />- sẩy thai; đẻ non ((nghĩa đen) &amp; (nghĩa bóng))<br />- (sinh vật học) không phát triển, thui<br />*  ngoại động từ<br />- làm sẩy thai, phá thai<br /><br />@abort<br />- (Tech) hủy bỏ, ngưng nửa chừng, bỏ dở</Q></N></I></F></C>
aborted	<C><F><I><N><Q>@aborted /ə'bɔ:tid/<br />*  tính từ<br />- bị sẩy (thai)<br />- (sinh vật học) không phát triển, thui</Q></N></I></F></C><C><F><I><N><Q>@abort /ə'bɔ:t/<br />*  nội động từ<br />- sẩy thai; đẻ non ((nghĩa đen) &amp; (nghĩa bóng))<br />- (sinh vật học) không phát triển, thui<br />*  ngoại động từ<br />- làm sẩy thai, phá thai<br /><br />@abort<br />- (Tech) hủy bỏ, ngưng nửa chừng, bỏ dở</Q></N></I></F></C>
aborticide	<C><F><I><N><Q>@aborticide /ə'bɔ:tisaid/<br />*  danh từ<br />- thuốc giết thai</Q></N></I></F></C>
abortifacient	<C><F><I><N><Q>@abortifacient /ə'bɔ:ti'feiʃənt/<br />*  tính từ<br />- phá thai, làm sẩy thai<br />*  danh từ<br />- thuốc phá thai</Q></N></I></F></C>
abortifacients	<C><F><I><N><Q>@abortifacient /ə'bɔ:ti'feiʃənt/<br />*  tính từ<br />- phá thai, làm sẩy thai<br />*  danh từ<br />- thuốc phá thai</Q></N></I></F></C>
abortin	<C><F><I><N><Q>@abortin<br />* danh từ<br />- chất sẩy thai; abotin</Q></N></I></F></C>
aborting	<C><F><I><N><Q>@abort /ə'bɔ:t/<br />*  nội động từ<br />- sẩy thai; đẻ non ((nghĩa đen) &amp; (nghĩa bóng))<br />- (sinh vật học) không phát triển, thui<br />*  ngoại động từ<br />- làm sẩy thai, phá thai<br /><br />@abort<br />- (Tech) hủy bỏ, ngưng nửa chừng, bỏ dở</Q></N></I></F></C>
abortion	<C><F><I><N><Q>@abortion /ə'bɔ:ʃn/<br />*  danh từ<br />- sự sẩy thai, sự phá thai; sự nạo thai<br />- người lùn tịt; đứa bé đẻ non, vật đẻ non; vật dị dạng, quái thai<br />- sự chết non chết yểu, sự sớm thất bại (của một kế hoạch, ý đồ...)<br />- (sinh vật học) tình trạng phát triển không đầy đủ</Q></N></I></F></C>
abortion mechanism	<C><F><I><N><Q>@abortion mechanism<br />- (Tech) cơ năng bỏ dở</Q></N></I></F></C>
abortionist	<C><F><I><N><Q>@abortionist /ə'bɔ:ʃənist/<br />*  danh từ<br />- người phá thai</Q></N></I></F></C>
abortionists	<C><F><I><N><Q>@abortionist /ə'bɔ:ʃənist/<br />*  danh từ<br />- người phá thai</Q></N></I></F></C>
abortions	<C><F><I><N><Q>@abortion /ə'bɔ:ʃn/<br />*  danh từ<br />- sự sẩy thai, sự phá thai; sự nạo thai<br />- người lùn tịt; đứa bé đẻ non, vật đẻ non; vật dị dạng, quái thai<br />- sự chết non chết yểu, sự sớm thất bại (của một kế hoạch, ý đồ...)<br />- (sinh vật học) tình trạng phát triển không đầy đủ</Q></N></I></F></C>
abortive	<C><F><I><N><Q>@abortive /ə'bɔ:tiv/<br />*  tính từ<br />- đẻ non<br />=an abortive child+ đứa bé đẻ non<br />- non yếu, chết non chết yểu; sớm thất bại<br />=an abortive plan+ một kế hoạch sớm thất bại<br />- (sinh vật học) không phát triển đầy đủ<br />=an abortive organ+ một cơ quan không phát triển đầy đủ<br /><br />@abortive<br />- (Tech) bỏ dở</Q></N></I></F></C>
abortive subexit	<C><F><I><N><Q>@abortive subexit<br />- (Tech) lối thoát phụ khi bỏ dở</Q></N></I></F></C>
abortively	<C><F><I><N><Q>@abortively<br />* phó từ<br />- non yểu</Q></N></I></F></C>
abortiveness	<C><F><I><N><Q>@abortiveness /ə'bɔ:tivnis/<br />*  danh từ<br />- sự đẻ non<br />- sự non yếu, sự chết non chết yểu<br />- (sinh vật học) sự không phát triển đầy đủ</Q></N></I></F></C>
aborts	<C><F><I><N><Q>@abort /ə'bɔ:t/<br />*  nội động từ<br />- sẩy thai; đẻ non ((nghĩa đen) &amp; (nghĩa bóng))<br />- (sinh vật học) không phát triển, thui<br />*  ngoại động từ<br />- làm sẩy thai, phá thai<br /><br />@abort<br />- (Tech) hủy bỏ, ngưng nửa chừng, bỏ dở</Q></N></I></F></C>
aboulia	<C><F><I><N><Q>@aboulia /ə'bauliə/ (abulia) /ə'bu:ljə/<br />*  danh từ<br />- (y học) chứng mất ý chí</Q></N></I></F></C>
abound	<C><F><I><N><Q>@abound /ə'baund/<br />*  nội động từ<br />- (+ in,  with) có rất nhiều, có thừa, nhan nhản, lúc nhúc, đầy dẫy<br />=coal abounds in our country+ than đá có rất nhiều ở nước ta<br />=to abound in courage+ có thừa can đảm</Q></N></I></F></C>
abounded	<C><F><I><N><Q>@abound /ə'baund/<br />*  nội động từ<br />- (+ in,  with) có rất nhiều, có thừa, nhan nhản, lúc nhúc, đầy dẫy<br />=coal abounds in our country+ than đá có rất nhiều ở nước ta<br />=to abound in courage+ có thừa can đảm</Q></N></I></F></C>
abounding	<C><F><I><N><Q>@abounding /ə'baundiɳ/<br />*  tính từ<br />- nhiều, phong phú, thừa thãi</Q></N></I></F></C><C><F><I><N><Q>@abound /ə'baund/<br />*  nội động từ<br />- (+ in,  with) có rất nhiều, có thừa, nhan nhản, lúc nhúc, đầy dẫy<br />=coal abounds in our country+ than đá có rất nhiều ở nước ta<br />=to abound in courage+ có thừa can đảm</Q></N></I></F></C>
abounds	<C><F><I><N><Q>@abound /ə'baund/<br />*  nội động từ<br />- (+ in,  with) có rất nhiều, có thừa, nhan nhản, lúc nhúc, đầy dẫy<br />=coal abounds in our country+ than đá có rất nhiều ở nước ta<br />=to abound in courage+ có thừa can đảm</Q></N></I></F></C>
about	<C><F><I><N><Q>@about /ə'baut/<br />*  phó từ<br />- xung quanh, quanh quẩn, đây đó, rải rác<br />=he is somewhere about+ anh ta ở quanh quẩn đâu đó<br />=rumours are about+ đây đó có tiếng đồn (về việc gì)<br />- đằng sau<br />=about turn!+ đằng sau quay<br />- khoảng chừng, gần<br />=about forty+ khoảng 40<br />=it is about two o'clock+ bây giờ khoảng chừng hai giờ<br />- vòng<br />=to go a long way about+ đi đường vòng xa<br />!about and about<br />- (từ Mỹ,nghĩa Mỹ) rất giống nhau<br />!to be about<br />- bận (làm gì)<br />- đã dậy được (sau khi ốm)<br />- có mặt<br />!about right<br />- đúng, đúng đắn<br />- tốt, được<br />*  giới từ<br />- về<br />=to know much about Vietnam+ biết nhiều về Việt Nam<br />=what shall we write about?+ chúng ta sẽ viết về cái gì bây giờ?<br />- quanh quất, quanh quẩn đây đó, rải rác<br />=to walk about the garden+ đi quanh quẩn trong vườn<br />- xung quanh<br />=the trees about the pound+ cây cối xung quanh ao<br />- khoảng chừng, vào khoảng<br />=about nightfall+ vào khoảng chập tối<br />- bận, đang làm (gì...)<br />=he is still about it+ hắn hãy còn bận làm việc đó<br />=to go about one's work+ đi làm<br />- ở (ai); trong người (ai), theo với (ai)<br />=I have all the documents about me+ tôi có mang theo đầy đủ tài liệu<br />=there's something nice about him+ ở anh ta có một cái gì đó hay hay<br />!to be about to<br />- sắp, sắp sửa<br />=the train is about to start+ xe lửa sắp khởi hành<br />=man about town+ tay ăn chơi, tay giao thiệp rộng<br />=what are you about?+ anh muốn gì?, anh cần gì?<br />- (từ hiếm,nghĩa hiếm) anh đang làm gì đấy?<br />!what about?<br />- (xem) what<br />*  ngoại động từ<br />- lái (thuyền...) theo hướng khác<br /><br />@about<br />- độ, chừng; xung quanh; nói về, đối với<br />- a.five per cent chừng trăm phần trăm</Q></N></I></F></C>
combust	<C><F><I><N><Q>@combust<br />* động từ<br />- đốt cháy</Q></N></I></F></C>
combustibilities	<C><F><I><N><Q>@combustibility /kəm,bʌstə'biliti/ (combustibleness) /kəm'bʌstə'biliti/<br />*  danh từ<br />- tính dễ cháy</Q></N></I></F></C>
combustibility	<C><F><I><N><Q>@combustibility /kəm,bʌstə'biliti/ (combustibleness) /kəm'bʌstə'biliti/<br />*  danh từ<br />- tính dễ cháy</Q></N></I></F></C>
combustible	<C><F><I><N><Q>@combustible /kəm'bʌstəbl/<br />*  tính từ<br />- dễ cháy, dễ bắt lửa<br />- dễ khích động; bồng bột<br />*  danh từ<br />- ((thường) số nhiều) chất đốt</Q></N></I></F></C>
combustibleness	<C><F><I><N><Q>@combustibleness /kəm,bʌstə'biliti/ (combustibleness) /kəm'bʌstə'biliti/<br />*  danh từ<br />- tính dễ cháy</Q></N></I></F></C>
combustibles	<C><F><I><N><Q>@combustible /kəm'bʌstəbl/<br />*  tính từ<br />- dễ cháy, dễ bắt lửa<br />- dễ khích động; bồng bột<br />*  danh từ<br />- ((thường) số nhiều) chất đốt</Q></N></I></F></C>
combustibly	<C><F><I><N><Q>@combustibly<br />- xem combustible</Q></N></I></F></C>
combustion	<C><F><I><N><Q>@combustion /kəm'bʌstʃn/<br />*  danh từ<br />- sự đốt cháy; sự cháy<br />=spontaneous combustion+ sự tự bốc cháy<br /><br />@combustion<br />- sự cháy, sự đốt cháy</Q></N></I></F></C>
combustive	<C><F><I><N><Q>@combustive<br />- xem combustion</Q></N></I></F></C>
come	<C><F><I><N><Q>@come /kʌm/<br />*  nội động từ came; come<br />- đến, tới, đi đến, đi tới, đi lại<br />=light come light go; easy come easy go+ dễ đến thì lại dễ đi; dễ được thì lại dễ mất<br />=to come and go+ đi đi lại lại<br />=come here!+ lại đây!<br />- sắp đến, sắp tới<br />=in years to come+ trong những năm (sắp) tới<br />- xảy ra, xảy đến<br />=ill luck came to him+ sự không may đã xảy đến với hắn; nó gặp sự không may<br />=come what may+ dù có xảy ra việc gì, dù có thế nào, dù sự thể thế nào<br />- thấy, ở, thấy ở<br />=that word comes on page six+ từ đó ở trang sáu<br />- nên, thành ra, hoá ra, trở nên, trở thành<br />=dream comes true+ ước mơ trở thành sự thật<br />=it comes expensive in the long run+ thế mà hoá ra là đất<br />- hình thành; đặc lại, đông lại (nước xốt, tiết canh...)<br />=these duck's blood cards won't come+ tiết canh vịt không đông<br />- (lời mệnh lệnh) nào! nào, nào!; thế, thế!<br />=come! take courage+ nào! can đảm lên chứ<br />- (từ lóng) hành động, làm, xử sự<br />=he comes it too strong+ nó làm quá; nó nói quá, nó cường điệu<br />!to come about<br />- xảy ra, xảy đến<br />=how could this come about?+ sao việc đó có thể xảy ra được?<br />- đối chiếu<br />=the wind had come abour+ gió đã đổi chiều<br />!to come across<br />- tình cờ gặp, bắt gặp, tình cờ thấy<br />!to come after<br />- theo sau, đi theo<br />- nối dòng, nối nghiệp, kế nghiệp, kế thừa<br />!to come again<br />- trở lại<br />!to come against<br />- đụng phải, va phải<br />!to come apart (asunder)<br />- tách ra, lìa ra, rời ra, bung ra<br />!to come at<br />- đạt tới, đến được, nắm được, thấy<br />=I could not easily come at the document now+ bây giờ thì tôi không dễ gì mà nắm được tài liệu đó<br />=to come at the truth+ thấy sự thật<br />- xổ vào, xông vào (tấn công)<br />=the dog came at me+ con chó xổ vào tôi<br />!to come away<br />- đi xa, đi khỏi, rời khỏi<br />- lìa ra, rời ra, bung ra<br />!to come back<br />- quay lại, trở lại (địa vị, quyền lợi...)<br />- được, nhớ lại<br />- (từ Mỹ,nghĩa Mỹ),  (từ lóng) đáp lại, cãi lại<br />!to come between<br />- đứng giữa (làm môi giới, điều đình)<br />- can thiệp vào, xen vào<br />!to come by<br />- qua, đi qua<br />- có được, kiếm được, vớ được<br />=how did you come by this document?+ làm sao mà anh kiếm được tài liệu này?<br />!to come down<br />- xuống, đi xuống<br />=pricces are coming down+ giá đang xuống<br />=coast comes down to heels+ áo dài xuống tận gót<br />- được truyền lại, được để lại (phong tục, tập quán, truyền thống...)<br />- sụp đổ (nhà cửa...)<br />- sa sút, suy vị, xuống dốc<br />=to come down in the world+ sa sút, xuống dốc<br />!to come down upon (on)<br />- mắng nhiếc, xỉ vả; trừng phạt<br />=to come down upon (on) somebody like a cart-load of bricks+ mắng nhiếc ai thậm tệ; mắng như tát nước vào mặt ai<br />- đòi tiền; đòi bồi thường<br />!to come down with<br />- xuất tiền, trả tiền, chi<br />!to come forward<br />- đứng ra, xung phong<br />=to come forward as a candidate+ (đứng) ra ứng cử<br />!to come in<br />- đi vào, trở vào<br />- (thể dục,thể thao) về đích (chạy đua)<br />=to come in third+ về thứ ba<br />- được tuyển, được bầu; lên nắm quyền<br />- vào két, nhập két, thu về (tiền)<br />=money is always coming in to him+ tiền vào nhà nó như nước<br />- lên, dâng (thuỷ triều); bắt đầu (mùa)<br />- thành mốt, thành thời trang<br />- tỏ ra<br />=to come in useful+ tỏ ra là có ích; dùng được (vào việc gì)<br />=I don't see where the joke comes in+ tôi không thấy có cái gì (tỏ ra) là hay ho trong câu nói đùa đó<br />!to come in for<br />- có phần, được hưởng phần<br />=he will come in for most of his uncle's property+ nó sẽ được hưởng phần lớn tài sản của ông chú nó<br />=I came in for 6d+ phần của tôi là 6 đồng<br />!to come in upon<br />- ngắt lời, chận lời, nói chặn<br />!to come into<br />- to come into the world ra đời; to come into power nắm chính quyền; to come into being (existence) hình thành, ra đời; to come into fashion thành mốt; to come into force (effect) có hiệu lực; to come into notice làm cho phải chú ý<br />- được hưởng, thừa hưởng<br />=to come into a property+ thừa hưởng một tài sản<br />!to come of<br />- do... mà ra, bởi... mà ra; là kết quả của<br />=that comes of being quick tempered+ cái đó là do tính khí nóng nảy quá<br />- xuất thân từ<br />=to come of a working family+ xuất thân tư một gia đình lao động<br />!to come off<br />- bong ra, róc ra, rời ra, bật ra<br />- thoát khỏi vòng khó khăn, xoay xở xong<br />=to come off victorious+ vượt được vòng khó khăn một cách thắng lợi<br />- được thực hiện, được hoàn thành<br />=plan comes off satisfactorily+ kế hoạch được thực hiện tốt đẹp<br />- (thông tục) come off it! thôi câm mồm đi! thôi đi, đừng có nói như vậy!; thôi đừng có dở cái giọng ấy ra nữa!<br />!to come on<br />- đi tiếp, đi tới<br />- tiến lên, tới gần<br />=the enemy were coming on+ quân địch đang tới gần<br />- nổi lên thình lình (gió, bão), phát ra thình lình (bệnh); tiến bộ, tiếp tục phát triển, mau lớn (cây, đứa bé...)<br />- được đem ra thảo luận (vấn đề, dự luật...)<br />- được trình diễn trên sân khấu<br />- ra sân khấu (diễn viên)<br />- ra toà<br />=come on!+ đi nào, đi đi!; cứ việc!; cứ thử đi, ta thách đấy!<br />!to come out<br />- ra, đi ra<br />- đình công<br />- vượt khỏi (thử thách với ít nhiều thành công)<br />- lộ ra ((nghĩa đen) &amp; (nghĩa bóng))<br />=the truth comes out+ sự thật lộ ra<br />=to come out against somebody+ ra mặt chống lại ai<br />- được xuất bản; ra (sách, báo)<br />=to come out on Saturday+ ra ngày thứ bảy (báo)<br />- được xếp (trong kỳ thi)<br />= Tam came out first+ Tam thi đã được xếp đứng đầu<br />- mới ra đời; mới lên sân khấu lần đầu<br />!to come over<br />- vượt (biển), băng (đồng...)<br />- sang phe, theo phe<br />=he has come over to us+ hắn đã sang phe chúng tôi<br />- choán, trùm lên (người nào)<br />=a fear comes over me+ cơn sợ trùm lên tôi, tôi sợ hãi<br />!to come round<br />- đi nhanh, đi vòng<br />- hồi phục (sức khoẻ sau trận ốm); hồi tỉnh, tỉnh lại (sau cơn ngất, sau khi bị đánh thuốc mê); nguôi đi, dịu đi (sau cơn giận...)<br />- trở lại, quay lại, tới (có định kỳ)<br />=when Spring comes round+ khi mùa xuân trở lại, khi xuân về<br />- tạt lại chơi<br />=do come round one evening+ thế nào cũng tạt lại chơi tôi một buổi chiều nào đó<br />- thay đổi hẳn ý kiến, thay đổi hẳn quan điểm<br />!to come to<br />- đến, đi đến<br />=to come to a decision+ đi tới một quyết định<br />=to come do nothing+ không đi đến đâu, không đi đến kết quả nào<br />=to come to the point+ đi vào vấn đề, đi vào việc<br />=to come to a standstill+ ngừng lại; đi đến chỗ bế tắc<br />- hồi tỉnh, tỉnh lại; tỉnh trí lại; tỉnh ngộ<br />=to come to one's senses+ tỉnh lại; tỉnh trí lại; tỉnh ngộ<br />- thừa hưởng, được hưởng<br />=to come to one's own+ được hưởng phần của mình<br />- lên tới<br />=it comes to one thousand+ số tiền lên tới một nghìn<br />- (hàng hải) bỏ neo; dừng lại (tàu)<br />!to come under<br />- rơi vào loại, nằn trong loại<br />- rơi vào, chịu (ảnh hưởng)<br />!to come up<br />- tới gần, đến gần (ai, một nơi nào)<br />- được nêu lên, được đặt ra (vấn đề để thảo luận)<br />=to come up for discussion+ được nêu lên để thảo luận<br />- (từ hiếm,nghĩa hiếm) thành mốt<br />=high cillars are coming up+ cổ cồn cao đang trở thành mốt<br />- lên tới, đạt tới, theo kịp, bắt kịp<br />=the water came up to his chin+ nước lên tới cằm nó<br />=the performance did not come up to what we expected+ buổi biểu diễn không (đạt tới) thành công như ý chúng tôi mong đợi<br />=I came up with them just outside the town+ ra khỏi thành phố thì tôi bắt kịp chúng nó<br />- vào đại học<br />!to come upon<br />- tấn công bất thình lình, đột kích<br />- chợt gặp, bắt gặp, chợt thấy<br />- chợt nảy ra trong óc, chợt có ý nghĩ<br />- là một gánh nặng cho, đè lên đầu (ai); yêu cầu đòi hỏi, bắt chịu trách nhiệm<br />=he came upon me for damages+ nó bắt tôi chịu trách nhiệm bồi thường cho nó<br />!to come across the mind<br />- chợt nảy ra ý nghĩ<br />!to come a cropper<br />- (xem) cropper<br />!come along<br />- (thông tục) đi nào; mau lên, nhanh lên<br />!to come clean<br />- thú nhận, nói hết<br />!to come easy to somebody<br />!to come natural to somebody<br />- không có gì khó khăn đối với ai<br />!to come home<br />- trở về nhà, trở lại nhà<br />- gây ấn tượng, được hiểu rõ, có hiệu lực, có hiệu quả; đánh trúng, đánh trúng vào chỗ yếu, chạm nọc<br />=his remark came home to them+ lời nhận xét của anh ta đánh trúng vào chỗ yếu của họ<br />!to come near<br />- đến gần, suýt nữa<br />=to come near failing+ suýt nữa hỏng, suýt nữa thất bại<br />!to come of age<br />- đến tuổi trưởng thành<br />!come off your high horse (your perch)!<br />- (từ Mỹ,nghĩa Mỹ),  (thông tục) đừng có làm bộ làm tịch nữa!, đừng có lên râu nữa!<br />!come out with it!<br />- muốn nói gì thì nói đi!<br />!to come right<br />- đúng (tính...)<br />- thu xếp, ổn thoả, thu xếp xong xuôi<br />!to come short<br />- không đạt được, thất bại<br />!to come short of<br />- thiếu, không đủ đáp ứng yêu cầu<br />!first come first served<br />- đến trước thì được giải quyết trước, đến trước thì được phục vụ trước<br />!how come?<br />- (từ Mỹ,nghĩa Mỹ),  (thông tục) thế nào?, sao?<br />!it comes hard on him<br />- thật là một vố đau cho nó</Q></N></I></F></C>
come-about	<C><F><I><N><Q>@come-about /'kʌmə'baut/<br />*  danh từ<br />- (thông tục) sự xoay chuyển bất ngờ (của sự việc)</Q></N></I></F></C>
come-and-go	<C><F><I><N><Q>@come-and-go /'kʌmənd'gou/<br />*  danh từ<br />- sự đi đi lại lại, sự đi tới đi lui</Q></N></I></F></C>
come-at-able	<C><F><I><N><Q>@come-at-able /kʌm'ætəbl/<br />*  tính từ<br />- có thể vào được<br />- có thể với tới được, có thể đến gần được</Q></N></I></F></C>
come-back	<C><F><I><N><Q>@come-back /'kʌmbæk/<br />*  danh từ<br />- sự quay lại, sự trở lại (địa vị, quyền lợi...)<br />- sự hồi tỉnh lại<br />- (từ Mỹ,nghĩa Mỹ),  (từ lóng) sự cãi lại, sự phản đối lại; lời đáp lại sắc sảo<br />- (từ Mỹ,nghĩa Mỹ),  (từ lóng) lý do để kêu ca</Q></N></I></F></C>
come-between	<C><F><I><N><Q>@come-between<br />* danh từ<br />- người môi giới, người trung gian</Q></N></I></F></C>
come-by-chance	<C><F><I><N><Q>@come-by-chance /'kʌmbai'tʃɑ:ns/<br />*  danh từ<br />- việc bất ngờ, việc tình cờ<br />- con đẻ hoang</Q></N></I></F></C>
come-down	<C><F><I><N><Q>@come-down /'kʌmdaun/<br />*  danh từ<br />- sự sa sút, sự xuống dốc; sự thoái bộ</Q></N></I></F></C>
come-hither	<C><F><I><N><Q>@come-hither<br />* tính từ<br />- tán tỉnh, ve vãn</Q></N></I></F></C>
come-on	<C><F><I><N><Q>@come-on<br />* danh từ<br />- sự quyến rũ, nét quyến rũ</Q></N></I></F></C>
Comecon	<C><F><I><N><Q>@Comecon<br />- (Econ) Hội đồng tương trợ kinh tế.<br />+ Xem COUNCIL FOR MUTUAL ECONOMIC ASSISTANCE.</Q></N></I></F></C>
comedian	<C><F><I><N><Q>@comedian /kə'mi:djən/<br />*  danh từ<br />- diễn viên kịch vui; người đóng kịch vui<br />- nhà soạn kịch vui</Q></N></I></F></C>
comedians	<C><F><I><N><Q>@comedian /kə'mi:djən/<br />*  danh từ<br />- diễn viên kịch vui; người đóng kịch vui<br />- nhà soạn kịch vui</Q></N></I></F></C>
comedienne	<C><F><I><N><Q>@comedienne<br />* danh từ<br />- diễn viên hài<br />- người hài hước</Q></N></I></F></C><C><F><I><N><Q>@comedian /kə'mi:djən/<br />*  danh từ<br />- diễn viên kịch vui; người đóng kịch vui<br />- nhà soạn kịch vui</Q></N></I></F></C><C><F><I><N><Q>@comédienne /,kʌm'ʌpəns/<br />*  danh từ<br />- (từ Mỹ,nghĩa Mỹ),  (thông tục) sự mắng mỏ, sự mắng nhiếc, sự quở trách; sự đánh đòn; sự trừng phạt đích đáng</Q></N></I></F></C>
comediennes	<C><F><I><N><Q>@comedian /kə'mi:djən/<br />*  danh từ<br />- diễn viên kịch vui; người đóng kịch vui<br />- nhà soạn kịch vui</Q></N></I></F></C><C><F><I><N><Q>@comedienne<br />* danh từ<br />- diễn viên hài<br />- người hài hước</Q></N></I></F></C>
comedies	<C><F><I><N><Q>@comedy /'kɔmidi/<br />*  danh từ<br />- kịch vui, hài kịch<br />- thể kịch nói thông thường<br />!Old Comedy<br />- thể kịch nói cổ Hy-lạp (có nhiều trò hề và có tính chất chính trị)<br />!Middle Comedy<br />- thể kịch nói cổ Hy-lạp trung kỳ (có tính chất quá độ giữa thể kịch nói cổ và thể kịch nói hiện đại)<br />!New Comedy<br />- thể kịch nói hiện đại Hy-lạp<br />- (nghĩa bóng) trò hài kịch, tấn hài kịch (trong cuộc sống)</Q></N></I></F></C>
comedietta	<C><F><I><N><Q>@comedietta /kə,mi:di'etə/<br />*  danh từ<br />- kịch vui ngắn</Q></N></I></F></C>
comedo	<C><F><I><N><Q>@comedo /'kɔmidou/<br />*  danh từ,  (từ Mỹ,nghĩa Mỹ) số nhiều comedones<br />- (y học) mụn trứng cá</Q></N></I></F></C>
abscissa	<C><F><I><N><Q>@abscissa /æb'sisə/<br />*  danh từ,  số nhiều abscissae<br />- (như) absciss<br /><br />@abscissa<br />- (Tech) hoành độ</Q></N></I></F></C>
abscissa, abscissae	<C><F><I><N><Q>@abscissa, abscissae<br />- hoành độ</Q></N></I></F></C>
abscissae	<C><F><I><N><Q>@abscissae /æb'sisə/<br />*  danh từ,  số nhiều abscissae<br />- (như) absciss</Q></N></I></F></C><C><F><I><N><Q>@Abscissa<br />- (Econ) Hoành độ<br />+ Giá trị trên trục hoành (trục X) của một điểm trên đồ thị hai chiều.</Q></N></I></F></C><C><F><I><N><Q>@abscissa /æb'sisə/<br />*  danh từ,  số nhiều abscissae<br />- (như) absciss<br /><br />@abscissa<br />- (Tech) hoành độ</Q></N></I></F></C>
abscissas	<C><F><I><N><Q>@Abscissa<br />- (Econ) Hoành độ<br />+ Giá trị trên trục hoành (trục X) của một điểm trên đồ thị hai chiều.</Q></N></I></F></C><C><F><I><N><Q>@abscissa /æb'sisə/<br />*  danh từ,  số nhiều abscissae<br />- (như) absciss<br /><br />@abscissa<br />- (Tech) hoành độ</Q></N></I></F></C>
abscisse	<C><F><I><N><Q>@abscisse /æb'sis/<br />*  danh từ,  số nhiều abscisses<br />- (như) absciss</Q></N></I></F></C>
abscission	<C><F><I><N><Q>@abscission /æb'siʤn/<br />*  danh từ<br />- (y học) sự cắt bỏ</Q></N></I></F></C>
abscissions	<C><F><I><N><Q>@abscission /æb'siʤn/<br />*  danh từ<br />- (y học) sự cắt bỏ</Q></N></I></F></C>
abscond	<C><F><I><N><Q>@abscond /əb'skɔnd/<br />*  nội động từ<br />- lẫn trốn, bỏ trốn<br />- trốn tránh pháp luật</Q></N></I></F></C>
absconded	<C><F><I><N><Q>@abscond /əb'skɔnd/<br />*  nội động từ<br />- lẫn trốn, bỏ trốn<br />- trốn tránh pháp luật</Q></N></I></F></C>
absconder	<C><F><I><N><Q>@absconder /əb'skɔndə/<br />*  danh từ<br />- người lẫn trốn, người bỏ trốn<br />- người trốn tránh pháp luật</Q></N></I></F></C>
absconding	<C><F><I><N><Q>@abscond /əb'skɔnd/<br />*  nội động từ<br />- lẫn trốn, bỏ trốn<br />- trốn tránh pháp luật</Q></N></I></F></C>
absconds	<C><F><I><N><Q>@abscond /əb'skɔnd/<br />*  nội động từ<br />- lẫn trốn, bỏ trốn<br />- trốn tránh pháp luật</Q></N></I></F></C>
abseil	<C><F><I><N><Q>@abseil<br />* động từ<br />- trèo xuống, tụt xuống</Q></N></I></F></C>
absence	<C><F><I><N><Q>@absence /'æbsəns/<br />*  danh từ<br />- sự vắng mặt, sự nghỉ (học), sự đi vắng; thời gian vắng mặt, lúc đi vắng<br />=to have a long absence from school+ nghỉ học lâu<br />- sự thiếu, sự không có<br />=to carry out production in the absence of necessary machines+ sản xuất trong tình trạng thiếu những máy móc cần thiết<br />- sự điểm danh<br />=absence of mind+ sự lơ đãng<br />=absence without leave+ sự nghỉ không phép<br />!leave of absence<br />- (xem) leave</Q></N></I></F></C>
absence or presence	<C><F><I><N><Q>@absence or presence<br />- (Tech) vắng mặt hay hiện diện, không hay có</Q></N></I></F></C>
absences	<C><F><I><N><Q>@absence /'æbsəns/<br />*  danh từ<br />- sự vắng mặt, sự nghỉ (học), sự đi vắng; thời gian vắng mặt, lúc đi vắng<br />=to have a long absence from school+ nghỉ học lâu<br />- sự thiếu, sự không có<br />=to carry out production in the absence of necessary machines+ sản xuất trong tình trạng thiếu những máy móc cần thiết<br />- sự điểm danh<br />=absence of mind+ sự lơ đãng<br />=absence without leave+ sự nghỉ không phép<br />!leave of absence<br />- (xem) leave</Q></N></I></F></C>
absent	<C><F><I><N><Q>@absent /'æbsənt/<br />*  tính từ<br />- vắng mặt, đi vắng, nghỉ<br />- lơ đãng<br />=an absent air+ vẻ lơ đãng<br />=to answer in an absent way+ trả lời một cách lơ đãng<br />*  động từ phãn thân<br />- vắng mặt, đi vắng, nghỉ<br />=to absent oneself from school+ nghỉ học<br />=to absent oneself from work+ vắng mặt không đi làm</Q></N></I></F></C>
absent-minded	<C><F><I><N><Q>@absent-minded /'æbsənt'maindid/<br />*  tính từ<br />- lơ đãng</Q></N></I></F></C>
absent-mindedly	<C><F><I><N><Q>@absent-mindedly<br />* phó từ<br />- đãng trí</Q></N></I></F></C>
absent-mindedness	<C><F><I><N><Q>@absent-mindedness /'æbsənt'maindidnis/<br />*  danh từ<br />- sự lơ đãng, tính lơ đãng</Q></N></I></F></C>
absent service	<C><F><I><N><Q>@absent service<br />- (Tech) dịch vụ (truyền đạt lúc) vắng mặt</Q></N></I></F></C>
absent subscriber service	<C><F><I><N><Q>@absent subscriber service<br />- (Tech) dịch vụ thuê bao vắng mặt</Q></N></I></F></C>
